City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Bingol,TR,2022-01-29 00:06:57,38.8847,40.4939,17.02,96,99,3.24
294,Chililabombwe,ZM,2022-01-29 00:06:58,-12.3648,27.8229,62.01,98,99,3.85
295,College,US,2022-01-29 00:06:51,64.8569,-147.8028,8.55,47,75,12.66
296,Samoded,RU,2022-01-29 00:06:58,63.6083,40.5111,8.2,98,91,3.36
297,Mackenzie,CA,2022-01-29 00:06:59,55.2999,-123.1698,27.07,93,100,4.99
298,Fort Nelson,CA,2022-01-29 00:06:59,58.8053,-122.7002,9.37,97,89,2.06
299,Alcaniz,ES,2022-01-29 00:07:00,41.05,-0.1333,41.07,51,0,6.02
300,Sept-Iles,CA,2022-01-29 00:07:00,50.2001,-66.3821,-6.86,84,5,8.79
301,Laguna,US,2022-01-29 00:07:01,38.421,-121.4238,64.9,49,0,1.01
302,Saint-Augustin,CA,2022-01-29 00:07:01,51.226,-58.6502,19.38,91,100,6.53
303,Horsham,GB,2022-01-29 00:07:01,51.064,-0.3272,50.29,80,75,6.91
304,Sayyan,YE,2022-01-29 00:07:02,15.1718,44.3244,47.64,28,9,3.4
305,Imeni Poliny Osipenko,RU,2022-01-29 00:07:02,52.4201,136.4853,-26.55,99,57,1.68
306,Iquitos,PE,2022-01-29 00:07:03,-3.7481,-73.2472,80.64,89,20,0.0
307,Kargil,IN,2022-01-29 00:07:03,34.5667,76.1,-17.19,92,64,3.15
308,Provideniya,RU,2022-01-29 00:07:03,64.3833,-173.3,0.72,97,20,2.64
309,Hasaki,JP,2022-01-29 00:07:04,35.7333,140.8333,37.8,61,100,5.75
310,Beyneu,KZ,2022-01-29 00:07:04,45.3167,55.2,27.77,90,100,14.43
311,Mendi,PG,2022-01-29 00:07:04,-6.1761,143.6513,58.28,94,100,1.23
312,Saint-Francois,FR,2022-01-29 00:07:05,46.4154,3.9054,32.68,97,100,3.44
313,Anadyr,RU,2022-01-29 00:08:05,64.75,177.4833,-3.51,76,99,2.68
314,Hofn,IS,2022-01-29 00:08:05,64.2539,-15.2082,28.83,55,68,23.04
315,Ocosingo,MX,2022-01-29 00:04:17,17.0667,-92.25,62.44,99,32,2.91
316,Port Lincoln,AU,2022-01-29 00:08:06,-34.7333,135.8667,67.98,73,90,15.5
317,Kawalu,ID,2022-01-29 00:08:06,-7.3817,108.2082,74.75,90,98,1.41
318,Muros,ES,2022-01-29 00:08:07,42.7762,-9.0603,46.9,71,0,7.23
319,Utica,US,2022-01-29 00:04:14,43.1009,-75.2327,19.31,80,100,3.0
320,Aras,ES,2022-01-29 00:08:07,42.5617,-2.356,33.73,87,0,12.66
321,Xuanzhou,CN,2022-01-29 00:08:08,30.9525,118.7553,34.56,98,100,6.35
322,Grafton,US,2022-01-29 00:08:08,42.207,-71.6856,31.53,69,20,4.61
323,Mayumba,GA,2022-01-29 00:08:09,-3.432,10.6554,76.26,88,76,4.9
324,Korla,CN,2022-01-29 00:08:09,41.7597,86.1469,20.3,67,0,4.9
325,Jalu,LY,2022-01-29 00:08:10,29.0331,21.5482,53.06,73,22,6.46
326,Dehloran,IR,2022-01-29 00:08:10,32.6941,47.2679,47.43,49,54,3.53
327,Solnechnyy,RU,2022-01-29 00:08:10,50.7214,136.6319,-4.99,95,100,1.61
328,Bilma,NE,2022-01-29 00:08:11,18.6853,12.9164,58.24,19,0,9.04
329,Dickinson,US,2022-01-29 00:08:11,29.4608,-95.0513,56.16,39,0,1.01
330,Juegang,CN,2022-01-29 00:08:11,32.3174,121.1855,38.91,68,100,9.31
331,Plettenberg Bay,ZA,2022-01-29 00:08:12,-34.0527,23.3716,62.19,78,33,1.83
332,Ixtapa,MX,2022-01-29 00:08:12,20.7,-105.2,75.22,73,40,9.22
333,Luanda,AO,2022-01-29 00:08:13,-8.8368,13.2343,78.3,85,79,3.53
334,Mitsamiouli,KM,2022-01-29 00:08:13,-11.3847,43.2844,80.78,71,95,3.8
335,Denpasar,ID,2022-01-29 00:06:41,-8.65,115.2167,82.06,83,20,5.75
336,Prado,BR,2022-01-29 00:08:14,-17.3411,-39.2208,77.34,85,10,8.99
337,Kasongo-Lunda,CD,2022-01-29 00:08:14,-6.4667,16.8167,71.76,83,100,1.3
338,Awjilah,LY,2022-01-29 00:08:14,29.1081,21.2869,54.0,72,46,7.43
339,Roma,US,2022-01-29 00:08:15,43.2128,-75.4557,13.73,69,100,8.05
340,Zonguldak,TR,2022-01-29 00:08:15,41.25,31.8333,25.27,88,97,5.7
341,Chuy,UY,2022-01-29 00:08:15,-33.6971,-53.4616,64.67,72,38,6.67
342,Vestmannaeyjar,IS,2022-01-29 00:08:16,63.4427,-20.2734,30.04,81,100,24.0
343,Arraial Do Cabo,BR,2022-01-29 00:03:36,-22.9661,-42.0278,76.64,91,98,2.3
344,Katobu,ID,2022-01-29 00:08:16,-4.9408,122.5276,80.74,80,100,4.83
345,Palmetto,US,2022-01-29 00:08:17,27.5214,-82.5723,63.14,72,100,1.01
346,Yulara,AU,2022-01-29 00:08:17,-25.2406,130.9889,84.04,45,61,17.27
347,Satana,IN,2022-01-29 00:08:17,20.5833,74.2,55.67,39,0,1.77
348,Huehuetan,MX,2022-01-29 00:08:18,15.0167,-92.3667,81.01,74,29,4.41
349,Coahuayana,MX,2022-01-29 00:08:18,18.7333,-103.6833,83.68,59,21,4.97
350,Saint-Georges,GD,2022-01-29 00:08:19,12.0564,-61.7485,75.72,72,1,8.99
351,Waipawa,NZ,2022-01-29 00:08:19,-41.4122,175.5153,72.23,41,52,7.47
352,Samarai,PG,2022-01-29 00:08:19,-10.6167,150.6667,83.62,68,94,3.87
353,Mahanoro,MG,2022-01-29 00:08:20,-19.9,48.8,70.02,84,5,5.06
354,Tabou,CI,2022-01-29 00:08:20,4.423,-7.3528,79.74,82,62,6.38
355,Mabaruma,GY,2022-01-29 00:08:20,8.2,-59.7833,69.76,80,59,3.91
356,Lompoc,US,2022-01-29 00:08:21,34.6391,-120.4579,72.37,50,0,10.36
357,Campo Do Brito,BR,2022-01-29 00:08:21,-10.7333,-37.4933,80.08,85,100,8.68
358,Soe,ID,2022-01-29 00:08:21,-9.8607,124.284,72.39,77,99,7.23
359,Nipawin,CA,2022-01-29 00:08:22,53.3668,-104.0009,14.99,94,100,8.79
360,Lebu,CL,2022-01-29 00:09:22,-37.6167,-73.65,60.85,87,1,4.94
361,North Auburn,US,2022-01-29 00:09:23,38.9313,-121.0819,61.3,45,0,4.61
362,Aklavik,CA,2022-01-29 00:09:23,68.2191,-135.0107,-26.7,91,11,5.28
363,Havre-Saint-Pierre,CA,2022-01-29 00:07:15,50.2334,-63.5986,9.64,86,74,9.93
364,Baie-Comeau,CA,2022-01-29 00:05:13,49.2168,-68.1489,-14.15,94,25,5.82
365,Kwinana,AU,2022-01-29 00:05:39,-32.25,115.7667,83.8,49,0,15.39
366,Timmins,CA,2022-01-29 00:07:48,48.4669,-81.3331,-4.0,97,57,4.47
367,Inhambane,MZ,2022-01-29 00:04:37,-23.865,35.3833,75.51,82,28,5.3
368,Kuldur,RU,2022-01-29 00:09:24,49.2167,131.6333,-13.36,97,90,4.18
369,Savannah Bight,HN,2022-01-29 00:09:24,16.45,-85.85,79.0,68,4,8.9
370,Kidal,ML,2022-01-29 00:09:25,18.4411,1.4078,63.91,19,0,12.01
371,Veraval,IN,2022-01-29 00:04:50,20.9,70.3667,65.52,34,3,9.73
372,Nemuro,JP,2022-01-29 00:09:25,43.3236,145.575,16.23,78,90,10.16
373,Touros,BR,2022-01-29 00:09:26,-5.1989,-35.4608,79.21,75,85,5.48
374,Brokopondo,SR,2022-01-29 00:09:26,4.75,-55.1667,75.94,84,80,9.44
375,Talas,TR,2022-01-29 00:09:26,38.6908,35.5538,-5.13,84,20,4.61
376,Marsa Matruh,EG,2022-01-29 00:09:27,31.3525,27.2453,53.69,67,43,12.08
377,Nirasaki,JP,2022-01-29 00:09:27,35.7,138.45,36.88,58,76,0.58
378,Gazojak,TM,2022-01-29 00:09:27,41.1875,61.4036,33.31,84,100,15.21
379,Teseney,ER,2022-01-29 00:09:28,15.11,36.6575,64.49,64,8,8.7
380,Salima,MW,2022-01-29 00:09:28,-13.7804,34.4587,70.11,97,100,2.95
381,Tommot,RU,2022-01-29 00:09:28,58.9564,126.2925,-4.11,94,100,9.31
382,Guerrero Negro,MX,2022-01-29 00:04:53,27.9769,-114.0611,72.32,26,23,6.44
383,Atar,MR,2022-01-29 00:09:29,20.5169,-13.0499,70.93,23,100,7.14
384,Esperance,AU,2022-01-29 00:09:29,-33.8667,121.9,69.19,60,0,12.84
385,Cabedelo,BR,2022-01-29 00:09:30,-6.9811,-34.8339,74.07,73,74,11.72
386,Sioux Lookout,CA,2022-01-29 00:09:30,50.1001,-91.917,-11.02,100,94,1.9
387,Qaqortoq,GL,2022-01-29 00:09:30,60.7167,-46.0333,19.9,93,100,5.44
388,Tura,IN,2022-01-29 00:07:15,25.5198,90.2201,49.26,56,0,3.62
389,Bahia Blanca,AR,2022-01-29 00:09:31,-38.7196,-62.2724,81.57,30,0,14.99
390,Lakes Entrance,AU,2022-01-29 00:09:31,-37.8811,147.981,69.57,96,100,7.74
391,Abadan,IR,2022-01-29 00:09:32,30.3392,48.3043,42.75,44,42,8.88
392,Gushikawa,JP,2022-01-29 00:09:32,26.3544,127.8686,64.4,95,75,10.36
393,Venice,US,2022-01-29 00:09:32,27.0998,-82.4543,64.44,91,100,3.44
394,Paita,PE,2022-01-29 00:08:50,-5.0892,-81.1144,72.05,81,93,9.44
395,Morondava,MG,2022-01-29 00:09:33,-20.2833,44.2833,79.65,75,15,1.23
396,Yeppoon,AU,2022-01-29 00:09:33,-23.1333,150.7333,82.18,70,69,16.17
397,Boffa,GN,2022-01-29 00:09:34,10.1667,-14.0333,73.65,80,5,4.81
398,Vilhena,BR,2022-01-29 00:09:34,-12.7406,-60.1458,69.69,97,94,0.94
399,Iquique,CL,2022-01-29 00:09:34,-20.2208,-70.1431,66.83,76,30,0.29
400,Nouadhibou,MR,2022-01-29 00:09:35,20.931,-17.0347,63.36,79,100,18.19
401,Raudeberg,NO,2022-01-29 00:09:35,61.9875,5.1352,45.86,94,100,11.99
402,Faya,SA,2022-01-29 00:09:35,18.3851,42.4509,52.32,91,81,4.61
403,Olinda,BR,2022-01-29 00:09:36,-8.0089,-34.8553,78.53,78,20,3.44
404,Hay River,CA,2022-01-29 00:09:36,60.8156,-115.7999,6.22,96,100,5.41
405,Avera,US,2022-01-29 00:09:36,33.194,-82.5271,47.44,54,100,15.1
406,Farah,AF,2022-01-29 00:09:37,32.5,62.5,44.04,54,7,4.45
407,Geraldton,AU,2022-01-29 00:08:32,-28.7667,114.6,91.81,38,0,13.8
408,Nishihara,JP,2022-01-29 00:09:37,26.1842,127.7558,64.45,100,100,9.22
409,Sola,VU,2022-01-29 00:10:38,-13.8833,167.55,79.92,83,99,22.57
410,Sao Joao Da Barra,BR,2022-01-29 00:10:38,-21.6403,-41.0511,77.11,88,38,19.55
411,Prince Rupert,CA,2022-01-29 00:10:39,54.3161,-130.3201,40.8,93,100,10.22
412,Leiyang,CN,2022-01-29 00:10:39,26.4024,112.8591,35.58,94,100,4.7
413,Stornoway,GB,2022-01-29 00:10:39,58.2093,-6.3865,51.93,93,100,10.0
414,Vanimo,PG,2022-01-29 00:10:40,-2.6741,141.3028,80.69,80,97,3.0
415,Glenwood Springs,US,2022-01-29 00:10:40,39.5505,-107.3248,31.35,37,0,1.01
416,Pundaguitan,PH,2022-01-29 00:10:40,6.3711,126.1689,80.64,77,94,4.9
417,Scottsbluff,US,2022-01-29 00:10:41,41.8666,-103.6672,43.03,36,0,13.8
418,San Andres,CO,2022-01-29 00:10:41,12.5847,-81.7006,80.62,69,20,6.91
419,Bonthe,SL,2022-01-29 00:10:42,7.5264,-12.505,78.31,83,72,4.83
420,Novoulyanovsk,RU,2022-01-29 00:10:42,54.1496,48.3891,9.14,99,98,4.18
421,Huarmey,PE,2022-01-29 00:10:42,-10.0681,-78.1522,70.83,82,100,7.07
422,Amapa,BR,2022-01-29 00:10:43,1.0,-52.0,71.11,99,82,3.11
423,Sawakin,SD,2022-01-29 00:10:43,19.1059,37.3321,68.83,65,82,11.95
424,Namatanai,PG,2022-01-29 00:10:44,-3.6667,152.4333,83.43,75,94,4.63
425,Sechura,PE,2022-01-29 00:10:44,-5.5569,-80.8222,74.95,71,70,11.12
426,Dunedin,NZ,2022-01-29 00:08:53,-45.8742,170.5036,66.6,63,100,4.38
427,Pacific Grove,US,2022-01-29 00:07:21,36.6177,-121.9166,71.55,32,0,1.99
428,Coruripe,BR,2022-01-29 00:07:00,-10.1256,-36.1756,80.06,78,97,14.61
429,Takoradi,GH,2022-01-29 00:10:45,4.8845,-1.7554,79.34,83,67,4.88
430,Cockburn Town,TC,2022-01-29 00:06:01,21.4612,-71.1419,75.16,73,40,4.61
431,Zelenets,RU,2022-01-29 00:10:45,61.8849,50.7489,1.65,94,100,7.25
432,Qazvin,IR,2022-01-29 00:10:45,36.2797,50.0049,32.54,49,27,1.1
433,Agropoli,IT,2022-01-29 00:10:46,40.3469,14.9966,48.29,80,84,9.86
434,Tsirguliina,EE,2022-01-29 00:10:46,57.864,26.1947,30.36,87,100,9.13
435,Sandviken,SE,2022-01-29 00:10:47,60.6167,16.7667,30.69,79,96,10.04
436,General Roca,AR,2022-01-29 00:10:47,-39.0333,-67.5833,89.73,19,0,4.03
437,Payson,US,2022-01-29 00:10:47,40.0444,-111.7321,40.55,51,0,3.44
438,Zafra,ES,2022-01-29 00:10:48,38.4167,-6.4167,44.89,62,2,4.09
439,Huautla,MX,2022-01-29 00:10:48,21.0333,-98.2833,53.91,95,100,7.54
440,Tevriz,RU,2022-01-29 00:10:48,57.509,72.4042,-9.96,100,70,2.01
441,Shelopugino,RU,2022-01-29 00:10:49,51.6514,117.5599,-21.84,100,21,2.19
442,Ugoofaaru,MV,2022-01-29 00:10:49,5.6667,73.0,81.86,69,28,16.13
443,Port Keats,AU,2022-01-29 00:10:49,-14.25,129.55,82.74,83,99,14.97
444,Brae,GB,2022-01-29 00:10:50,60.3964,-1.353,48.11,96,100,26.35
445,Buala,SB,2022-01-29 00:10:50,-8.145,159.5921,84.83,67,90,3.78
446,Puerto Carreno,CO,2022-01-29 00:10:51,6.189,-67.4859,84.96,33,80,12.17
447,Benguela,AO,2022-01-29 00:10:51,-12.5763,13.4055,77.54,82,100,3.2
448,Tabriz,IR,2022-01-29 00:10:51,38.08,46.2919,22.46,80,75,4.61
449,Makakilo City,US,2022-01-29 00:10:52,21.3469,-158.0858,80.92,58,0,14.97
450,Fareham,GB,2022-01-29 00:10:52,50.8516,-1.1793,51.21,95,86,1.99
451,Capela,BR,2022-01-29 00:07:51,-10.5033,-37.0528,80.53,83,100,7.94
452,Bentiu,SS,2022-01-29 00:10:53,9.2333,29.8333,69.64,18,0,6.26
453,Wanning,CN,2022-01-29 00:10:53,18.8003,110.3967,65.59,91,100,8.16
454,Tautira,PF,2022-01-29 00:10:53,-17.7333,-149.15,87.82,75,24,16.33
455,Riyadh,SA,2022-01-29 00:07:01,24.6877,46.7219,48.34,35,2,5.97
456,Necochea,AR,2022-01-29 00:11:54,-38.5473,-58.7368,71.04,72,0,10.69
457,Kharp,RU,2022-01-29 00:11:54,66.8014,65.8081,7.27,92,100,5.19
458,Matamoros,MX,2022-01-29 00:10:06,25.5333,-103.25,59.11,55,75,6.91
459,Nyazepetrovsk,RU,2022-01-29 00:11:55,56.0531,59.6028,7.02,97,100,3.24
460,Port-Cartier,CA,2022-01-29 00:11:55,50.0334,-66.8654,-11.4,91,6,8.59
461,Morant Bay,JM,2022-01-29 00:11:56,17.8815,-76.4093,80.22,77,50,3.89
462,Darnah,LY,2022-01-29 00:11:56,32.767,22.6367,53.26,74,3,10.74
463,Russell,US,2022-01-29 00:11:56,32.3502,-85.1999,45.12,46,20,11.5
464,Togur,RU,2022-01-29 00:11:57,58.3631,82.8265,-3.6,100,98,5.19
465,Sambava,MG,2022-01-29 00:11:57,-14.2667,50.1667,73.0,86,50,6.53
466,Oksfjord,NO,2022-01-29 00:11:57,70.2396,22.3479,20.32,93,98,8.9
467,Hastings,GB,2022-01-29 00:11:58,50.8552,0.5729,50.0,86,97,18.75
468,Northam,GB,2022-01-29 00:11:58,51.0333,-4.2167,51.39,98,99,18.21
469,Berdigestyakh,RU,2022-01-29 00:11:58,62.0989,126.6992,-10.8,95,99,7.45
470,Hatsukaichi,JP,2022-01-29 00:11:59,34.35,132.3333,43.57,18,95,3.89
471,Mlonggo,ID,2022-01-29 00:11:59,-6.5333,110.7,78.69,81,100,6.42
472,Luena,AO,2022-01-29 00:12:00,-11.7833,19.9167,61.03,96,100,4.34
473,Madinat Sittah Uktubar,EG,2022-01-29 00:12:00,29.8167,31.05,53.2,60,8,7.74
474,Guarapari,BR,2022-01-29 00:12:00,-20.6667,-40.4975,80.49,84,41,16.58
475,Chandler,US,2022-01-29 00:09:21,33.3062,-111.8412,70.61,15,40,1.01
476,Sabha,LY,2022-01-29 00:12:01,27.0377,14.4283,46.09,42,99,5.08
477,Antalaha,MG,2022-01-29 00:12:01,-14.9003,50.2788,72.7,83,18,5.48
478,Marzuq,YE,2022-01-29 00:12:02,14.4,46.4667,58.77,31,25,2.33
479,Santa Cruz,BO,2022-01-29 00:12:02,-17.8,-63.1667,78.26,73,75,5.75
480,Illintsi,UA,2022-01-29 00:12:02,49.1048,29.2177,31.06,91,100,17.56
481,Vorobyevka,RU,2022-01-29 00:12:03,50.6451,40.9245,28.22,97,100,11.97
482,Padilla,CO,2022-01-29 00:12:03,3.2204,-76.3139,68.31,90,95,2.44
483,Ushtobe,KZ,2022-01-29 00:12:03,45.2514,77.9838,13.78,75,38,3.89
484,Valley City,US,2022-01-29 00:10:53,46.9233,-98.0032,13.19,92,0,5.75
485,Nome,US,2022-01-29 00:12:04,64.5011,-165.4064,-1.89,65,0,3.44
486,Rio Claro,BR,2022-01-29 00:12:04,-22.4114,-47.5614,62.8,98,100,6.96
487,Flinders,AU,2022-01-29 00:12:05,-34.5833,150.8552,85.05,72,30,4.0
488,Tenabo,MX,2022-01-29 00:12:05,20.05,-90.2333,75.2,60,76,6.58
489,Kirakira,SB,2022-01-29 00:12:05,-10.4544,161.9205,83.12,80,97,12.84
490,Igunga,TZ,2022-01-29 00:09:30,-4.2833,33.8833,65.68,95,100,6.62
491,Poum,NC,2022-01-29 00:12:06,-20.2333,164.0167,83.59,73,70,15.19
492,Gijon,ES,2022-01-29 00:12:06,43.5357,-5.6615,49.8,83,21,1.99
493,Kilindoni,TZ,2022-01-29 00:12:06,-7.9139,39.6668,80.89,74,96,10.18
494,Westport,US,2022-01-29 00:12:07,41.1415,-73.3579,32.32,88,75,7.0
495,Aitape,PG,2022-01-29 00:12:07,-3.1374,142.3475,82.47,72,100,3.58
496,Ferrol,ES,2022-01-29 00:12:08,43.4832,-8.2369,50.27,78,0,7.72
497,Copiapo,CL,2022-01-29 00:12:08,-27.3667,-70.3333,68.74,63,0,5.53
498,Porto Walter,BR,2022-01-29 00:12:08,-8.2686,-72.7439,79.47,79,100,2.39
499,Kismayo,SO,2022-01-29 00:10:13,-0.3582,42.5454,77.27,80,82,15.12
500,Potosi,BO,2022-01-29 00:12:09,-19.5836,-65.7531,47.75,82,79,5.1
501,Macas,EC,2022-01-29 00:11:33,-2.3167,-78.1167,69.17,98,98,1.77
502,Hays,US,2022-01-29 00:12:09,30.0502,-98.0336,54.39,39,0,1.01
503,Key West,US,2022-01-29 00:10:06,24.5557,-81.7826,73.4,76,100,9.22
504,Hamilton,US,2022-01-29 00:11:33,39.1834,-84.5333,20.39,87,100,1.01
505,Rathdrum,US,2022-01-29 00:13:10,47.8137,-116.892,35.46,76,0,4.61
506,Cocorit,MX,2022-01-29 00:13:11,27.5833,-109.9667,75.54,18,43,10.11
507,Katangli,RU,2022-01-29 00:13:11,51.7102,143.2326,-13.61,94,50,3.8
508,Greenville,US,2022-01-29 00:13:11,35.6127,-77.3663,43.21,48,0,4.61
509,Banda Aceh,ID,2022-01-29 00:13:12,5.5577,95.3222,78.08,85,17,5.12
510,Finnsnes,NO,2022-01-29 00:13:12,69.2296,17.9811,24.76,97,42,4.72
511,Alta Floresta,BR,2022-01-29 00:13:12,-9.8756,-56.0861,71.22,96,100,1.66
512,Kalawit,PH,2022-01-29 00:13:13,8.0667,122.5167,80.17,81,86,0.65
513,Marrakesh,MA,2022-01-29 00:13:13,31.6315,-8.0083,57.27,44,8,3.44
514,Portland,US,2022-01-29 00:09:04,45.5234,-122.6762,52.36,55,40,1.01
515,Demba,CD,2022-01-29 00:13:14,-5.51,22.2667,68.94,98,100,2.55
516,Montepuez,MZ,2022-01-29 00:13:14,-13.1256,38.9997,67.53,98,84,2.8
517,Collie,AU,2022-01-29 00:13:14,-33.3667,116.15,77.86,40,1,8.79
518,De-Kastri,RU,2022-01-29 00:13:15,51.4667,140.7833,-5.98,98,90,4.76
519,Ndele,CF,2022-01-29 00:13:15,8.4109,20.6473,69.89,21,5,6.8
520,Komsomolskiy,UZ,2022-01-29 00:11:37,40.4272,71.7189,38.12,38,40,6.91
521,Chor,PK,2022-01-29 00:13:16,25.5167,69.7667,58.77,33,0,6.55
522,Port Moresby,PG,2022-01-29 00:13:16,-9.4431,147.1797,84.36,64,100,9.04
523,Kieta,PG,2022-01-29 00:13:17,-6.2167,155.6333,85.77,67,87,5.44
524,Puerto Narino,CO,2022-01-29 00:13:17,-3.7703,-70.3831,78.75,85,100,2.13
525,San Policarpo,PH,2022-01-29 00:13:17,12.1791,125.5072,79.66,83,100,4.29
526,Kununurra,AU,2022-01-29 00:09:32,-15.7667,128.7333,82.38,83,40,5.75
527,Suluq,LY,2022-01-29 00:13:18,31.6682,20.2521,54.61,69,70,10.2
528,Phalaborwa,ZA,2022-01-29 00:13:18,-23.943,31.1411,73.49,79,25,10.47
529,Ust-Koksa,RU,2022-01-29 00:13:19,50.2696,85.6108,-14.06,82,52,0.65
530,Vila Do Maio,CV,2022-01-29 00:13:19,15.1333,-23.2167,71.31,71,100,16.78
531,Nokha,IN,2022-01-29 00:13:20,27.6,73.4167,56.46,23,0,5.23
532,Vardo,NO,2022-01-29 00:13:20,70.3705,31.1107,31.71,58,100,21.3
533,Lazaro Cardenas,MX,2022-01-29 00:13:20,17.9583,-102.2,80.19,65,0,8.28
534,Qasigiannguit,GL,2022-01-29 00:13:21,68.8193,-51.1922,19.65,58,100,26.89
535,Camana,PE,2022-01-29 00:13:21,-16.6228,-72.7111,70.99,75,28,5.1
536,Ketchikan,US,2022-01-29 00:13:21,55.3422,-131.6461,45.07,93,100,13.8
537,Qandala,SO,2022-01-29 00:13:22,11.472,49.8728,71.46,71,87,3.09
538,Ozinki,RU,2022-01-29 00:13:22,51.1786,49.6769,7.03,98,91,3.6
539,Cairo,EG,2022-01-29 00:13:22,30.0626,31.2497,54.36,57,40,4.61
540,Sim,RU,2022-01-29 00:13:23,54.993,57.6982,5.2,98,100,2.86
541,Troitsko-Pechorsk,RU,2022-01-29 00:13:23,62.7084,56.1964,2.86,96,100,6.35
542,Mount Isa,AU,2022-01-29 00:11:37,-20.7333,139.5,80.37,89,100,10.36
543,Verkhneye Dubrovo,RU,2022-01-29 00:13:24,56.7528,61.0468,-8.21,84,20,0.0
544,Mikuni,JP,2022-01-29 00:13:24,36.2171,136.1519,38.35,71,95,8.01
545,The Valley,AI,2022-01-29 00:09:56,18.217,-63.0578,77.09,68,1,13.96
546,Dholka,IN,2022-01-29 00:13:25,22.7167,72.4667,52.18,34,0,8.08
547,Mogadishu,SO,2022-01-29 00:14:25,2.0371,45.3438,76.42,80,87,21.56
548,Eureka,US,2022-01-29 00:12:10,40.8021,-124.1637,59.67,61,99,1.32
549,Sainte-Anne-Des-Monts,CA,2022-01-29 00:14:25,49.124,-66.4924,-2.09,89,68,8.46
550,Aripuana,BR,2022-01-29 00:14:26,-9.1667,-60.6333,73.31,98,86,1.99
551,Ilembula,TZ,2022-01-29 00:14:26,-8.9,34.5833,61.43,97,100,3.0
552,Salalah,OM,2022-01-29 00:14:26,17.0151,54.0924,75.29,38,0,14.97
553,Launceston,AU,2022-01-29 00:14:27,-41.45,147.1667,75.15,66,40,5.99
554,Hope,US,2022-01-29 00:14:27,33.6671,-93.5916,48.25,52,21,6.31
555,Razdolinsk,RU,2022-01-29 00:14:28,58.4211,94.6658,-4.58,100,100,1.99
556,Mbengwi,CM,2022-01-29 00:14:28,6.0167,10.0,64.13,32,95,0.16
557,Bianzhuang,CN,2022-01-29 00:14:28,34.8486,118.0447,31.01,47,64,3.09
558,Hilton Head Island,US,2022-01-29 00:12:12,32.2163,-80.7526,47.98,56,75,5.75
